0, 0.7382204812610353
1, 0.6959976250182758
2, 0.6905734568482236
3, 0.6894778527814777
4, 0.6891022661074262
5, 0.6890665842485362
6, 0.6891457149821212
7, 0.689068120311645
8, 0.6889235517401145
9, 0.6888590075018947
10, 0.6887352288641628
11, 0.688616540786102
12, 0.6884905118456961
13, 0.6883432664825787
14, 0.6882871702684953
15, 0.6881591637877535
16, 0.6879649037372019
17, 0.6879028852404793
18, 0.6877505788089835
19, 0.6876987898367204
20, 0.6876074940984047
21, 0.6874651622472807
22, 0.6873790227103149
23, 0.6872894427342898
24, 0.6872125980148218
25, 0.687100258515606
26, 0.6870319087622473
27, 0.6869628489803258
28, 0.6870009376876948
29, 0.6868288333132715
30, 0.6869000288371854
31, 0.6867200517686358
32, 0.686681905991476
33, 0.686641776646537
34, 0.6865580211686753
35, 0.6865028346560492
36, 0.6864147844052173
37, 0.6863957946072122
38, 0.686390981113667
39, 0.6862811689083096
40, 0.6862546019928721
41, 0.6861732377221129
42, 0.6861168380267842
43, 0.6861613523029723
44, 0.6859915092190849
45, 0.6859694690636042
46, 0.6859636629261257
47, 0.6859930893085826
48, 0.6859126661540736
49, 0.6858339568098057
50, 0.685824213756065
51, 0.6857836650987609
52, 0.6857976181808295
53, 0.6856944002163559
54, 0.6857011136250437
55, 0.685659139978745
56, 0.6856400983425847
57, 0.6856328676229372
58, 0.6855492113463038
59, 0.6855854383908492
60, 0.6855362304919433
61, 0.6854236395459131
62, 0.6854161755153115
63, 0.6854133988944147
64, 0.6854760737329859
65, 0.6854372868449596
66, 0.6853602242489326
67, 0.6842929978215913
68, 0.6838777089088892
69, 0.6837870088026121
70, 0.6837404103727818
71, 0.683708131739108
72, 0.6836763457534798
73, 0.6836506516967958
74, 0.6836256805621935
75, 0.6836061212974641
76, 0.6835643755270714
77, 0.6835765372879026
78, 0.6835624033182931
